total_x,total_y
잘 되면 좋겠다,0
화이팅들 하자고요,0
이번 내용 나쁘지 않던데?,0
일단 오후회의는 없습니다,0
퇴근 언제하게?,0
오늘은 빨리 끝내주세요,0
충분히 가능할 것 같습니다,0
휴식 없이 진행할게요,0
이번에 대박났더라고,0
이번에 우승하겠던데?,0
회식 없이 바로 퇴근하자,0
오늘은 좀 길어질 예정이야,0
커피 주문 받겠습니다,0
일단 혼자 다녀올까?,0
이랬다 저랬다 그렇네,0
푹 쉬고 봅시다,0
고생 좀 해야할 것 같아,0
잠을 좀 설쳤네,0
각자 잘하는거 하면 좋지,0
미안하긴 한데,0
의견이 다를수 있지,0
모기가 많더라,0
긴 시간 고생 많았습니다,0
내가 잘 모르는 부분이라서,0
잘 모르면 물어봐요,0
모르겠으면 검색해봐,0
만장일치로 정해졌습니다,0
투표로 정할까요?,0
투표로 정하겠습니다,0
빨리빨리 좀 다녀,0
식사 맛있더라고,0
얼마나 알고 있을까,0
그렇다고 찾아가진 말고,0
이거만 하고 바로 퇴근하자,0
회사에 갇힌 기분이야,0
이름으로 불러,0
월급날이네,0
이번 프로젝트는 빠지고 싶다,0
한 명 뽑을까요?,0
새로 시작하는게 나을 거 같은데,0
난 상관없어,0
그거 나야,0
어디 보자,0
잘 생각이 안나,0
아무리 생각해도 잘,0
돌아가면서 할까,0
신입한테 맡기지 마,0
책임감 가지고 합시다,0
그렇게 어렵지 않을거야,0
생각보다 어려울 수 있어,0
아침에 지하철 고장나서,0
왜 늦었어,0
휑하네,0
갑자기 배가 아파서,0
쌀쌀하네 요즘,0
은근 춥더라고,0
일을 하겠다는거야,0
긴장하지 말고,0
긴장할 필요 없어,0
잘 만들었다,0
준비 잘 했네,0
계산 해봤어?,0
보통은 그렇더라,0
세시라고 했나?,0
연습으로 해보면 좋을텐데,0
부장님한테 끌려갔어요,0
부담감을 이겨내야지,0
망했어요,0
괜찮았어요,0
힘내서 잘 마무리하자고,0
쉽지 않겠지만,0
개발자가 쉽지않지,0
내 생각하곤 반대네,0
나랑 같은 생각이야,0
잠깐만 있어봐,0
디자인 이쁜데?,0
의외로 어렵더라,0
너가 결정해,0
인터넷에 다 나와있어,0
구글 짱이지,0
답답하다,0
그 정도는 할 수 있지,0
재밌다 이거,0
왜 그러시죠,0
고민이 된다,0
고민 되겠다,0
바로 시작하시죠,0
잘 안되는거 같은데,0
프로젝트 아직 다 못했어,0
아직도 진행중이긴 합니다,0
우리만 잘하면 되겠다,0
되는대로 하면 될거같아,0
보면 모르겠나,0
머리 아프다,0
머리 아프네 생각보다,0
이렇게 하는거 맞아요?,0
잘못했구나,0
그럼 그렇게 하고 넘어가자,0
왠지 그게 맞을것 같아,0
기발한데?,0
세번째로 할까,0
처음으로 하는게 나을듯?,0
레츠고우,0
출발해봅시다,0
요즘엔 그렇다던데,0
하고 싶지 않아요,0
한번만 더 해보자,0
오케이 좋았어,0
괜찮으련가 모르겠네,0
왜 안되는거야 도대체,0
한두번도 아니고,0
저게 된다고?,0
조금만 참아봐,0
다왔다 정말,0
이거 하루만에 가능한건가 모르겠네,0
급하게 하다보니까 그렇게 됐어,0
며칠 즘에 완성할거야,0
보니까 알것 같아,0
희한하게 잘 했네,0
제가 데리러 갈까요?,0
오래 기다렸어?,0
이번 거 중요해,0
확인해 줄 수 있어?,0
와 대박인데 진짜,0
성공했구만 ,0
아 뭐지,0
시끄러워서 잘 안되는건가,0
한 번에 될 리가 없지,0
그래도 너가 하는게 낫지,0
차이점이 뭐지?,0
나 혼자 이걸 다 할 수 있을까,0
갑자기 이거 왜 이래,0
다 똑같은 거 하는건가,0
너 이런 거 잘하더라,0
너 알 거 같은데?,0
일단 가볼게요,0
?좋은 아침.,0
안녕하세요.,0
좋은 아침.,0
반갑습니다.,0
좋은 아침.,0
좋은 아침이에요.,0
좋은 아침.,0
간밤에 별일 없으셨죠?,0
좋은 아침.,0
안녕하시렵니까?,0
좋은 아침.,0
안녕하세요!,0
좋은 아침.,0
안녕하세요?,0
굿 모닝.,0
안녕하세요.,0
굿 모닝.,0
반갑습니다.,0
굿 모닝.,0
좋은 아침이에요.,0
굿 모닝.,0
간밤에 별일 없으셨죠?,0
굿 모닝.,0
안녕하시렵니까?,0
굿 모닝.,0
안녕하세요!,0
굿 모닝.,0
안녕하세요?,0
안녕.,0
안녕하세요.,0
안녕.,0
반갑습니다.,0
안녕.,0
좋은 아침이에요.,0
안녕.,0
간밤에 별일 없으셨죠?,0
안녕.,0
안녕하시렵니까?,0
안녕.,0
안녕하세요!,0
안녕.,0
안녕하세요?,0
안녕 컴패니언.,0
안녕하세요.,0
안녕 컴패니언.,0
반갑습니다.,0
안녕 컴패니언.,0
좋은 아침이에요.,0
안녕 컴패니언.,0
간밤에 별일 없으셨죠?,0
안녕 컴패니언.,0
안녕하시렵니까?,0
안녕 컴패니언.,0
안녕하세요!,0
안녕 컴패니언.,0
안녕하세요?,0
고마워.,0
천만에요.,0
고맙다.,0
천만에요.,0
고마워 덕분에.,0
천만에요.,0
고마워.,0
아니에요.,0
고맙다.,0
아니에요.,0
고마워 덕분에.,0
아니에요.,0
고마워.,0
별 말씀을요.,0
고맙다.,0
별 말씀을요.,0
고마워 덕분에.,0
별 말씀을요.,0
그래 고마워.,0
천만에요.,0
그래 고마워.,0
별 말씀을요.,0
그래 고마워.,0
아니에요.,0
"응, 고맙다.",0
천만에요.,0
"응, 고맙다.",0
별 말씀을요.,0
"응, 고맙다.",0
아니에요.,0
"그래, 오늘은 쉬었다가 해야겠다.",0
기운 내세요.,0
"그래, 오늘은 쉬었다가 해야겠다.",0
남은 시간도 힘내서 마무리 하세요.,0
"그래, 오늘은 쉬었다가 해야겠다.",0
"네, 쉬었다가 하세요.",0
"그래, 오늘은 쉬었다가 해야겠다.",0
"얼마 안남았어요, 힘내세요.",0
"그래, 오늘은 쉬었다가 해야겠다.",0
좋은 생각이에요.,0
"그래, 오늘은 쉬었다가 해야겠다.",0
좋은 생각입니다.,0
그래야겠어.,0
기운 내세요.,0
그래야겠어.,0
남은 시간도 힘내서 마무리 하세요.,0
그래야겠어.,0
"네, 쉬었다가 하세요.",0
그래야겠어.,0
"얼마 안남았어요, 힘내세요.",0
그래야겠어.,0
좋은 생각이에요.,0
그래야겠어.,0
좋은 생각입니다.,0
그래야겠다.,0
기운 내세요.,0
그래야겠다.,0
남은 시간도 힘내서 마무리 하세요.,0
그래야겠다.,0
"네, 쉬었다가 하세요.",0
그래야겠다.,0
"얼마 안남았어요, 힘내세요.",0
그래야겠다.,0
좋은 생각이에요.,0
그래야겠다.,0
좋은 생각입니다.,0
그래야지.,0
기운 내세요.,0
그래야지.,0
남은 시간도 힘내서 마무리 하세요.,0
그래야지.,0
"네, 쉬었다가 하세요.",0
그래야지.,0
"얼마 안남았어요, 힘내세요.",0
그래야지.,0
좋은 생각이에요.,0
그래야지.,0
좋은 생각입니다.,0
"응, 그럴게.",0
기운 내세요.,0
"응, 그럴게.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 그럴게.",0
"네, 쉬었다가 하세요.",0
"응, 그럴게.",0
"얼마 안남았어요, 힘내세요.",0
"응, 그럴게.",0
좋은 생각이에요.,0
"응, 그럴게.",0
좋은 생각입니다.,0
"응, 그래야겠다.",0
기운 내세요.,0
"응, 그래야겠다.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 그래야겠다.",0
"네, 쉬었다가 하세요.",0
"응, 그래야겠다.",0
"얼마 안남았어요, 힘내세요.",0
"응, 그래야겠다.",0
좋은 생각이에요.,0
"응, 그래야겠다.",0
좋은 생각입니다.,0
"응, 그게 낫겠다.",0
기운 내세요.,0
"응, 그게 낫겠다.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 그게 낫겠다.",0
"네, 쉬었다가 하세요.",0
"응, 그게 낫겠다.",0
"얼마 안남았어요, 힘내세요.",0
"응, 그게 낫겠다.",0
좋은 생각이에요.,0
"응, 그게 낫겠다.",0
좋은 생각입니다.,0
"그래, 그게 낫겠어.",0
기운 내세요.,0
"그래, 그게 낫겠어.",0
남은 시간도 힘내서 마무리 하세요.,0
"그래, 그게 낫겠어.",0
"네, 쉬었다가 하세요.",0
"그래, 그게 낫겠어.",0
"얼마 안남았어요, 힘내세요.",0
"그래, 그게 낫겠어.",0
좋은 생각이에요.,0
"그래, 그게 낫겠어.",0
좋은 생각입니다.,0
"응, 그게 나을 것 같아.",0
기운 내세요.,0
"응, 그게 나을 것 같아.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 그게 나을 것 같아.",0
"네, 쉬었다가 하세요.",0
"응, 그게 나을 것 같아.",0
"얼마 안남았어요, 힘내세요.",0
"응, 그게 나을 것 같아.",0
좋은 생각이에요.,0
"응, 그게 나을 것 같아.",0
좋은 생각입니다.,0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
기운 내세요.,0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
"네, 쉬었다가 하세요.",0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
"얼마 안남았어요, 힘내세요.",0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
좋은 생각이에요.,0
"응, 오늘은 좀 쉬었다가 해야겠어.",0
좋은 생각입니다.,0
"응, 좀 쉬었다가 할게.",0
기운 내세요.,0
"응, 좀 쉬었다가 할게.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 좀 쉬었다가 할게.",0
"네, 쉬었다가 하세요.",0
"응, 좀 쉬었다가 할게.",0
"얼마 안남았어요, 힘내세요.",0
"응, 좀 쉬었다가 할게.",0
좋은 생각이에요.,0
"응, 좀 쉬었다가 할게.",0
좋은 생각입니다.,0
"응, 쉬다가 다시 해야겠다.",0
기운 내세요.,0
"응, 쉬다가 다시 해야겠다.",0
남은 시간도 힘내서 마무리 하세요.,0
"응, 쉬다가 다시 해야겠다.",0
"네, 쉬었다가 하세요.",0
"응, 쉬다가 다시 해야겠다.",0
"얼마 안남았어요, 힘내세요.",0
"응, 쉬다가 다시 해야겠다.",0
좋은 생각이에요.,0
"응, 쉬다가 다시 해야겠다.",0
좋은 생각입니다.,0
쉬엄 쉬엄 해야겠어.,0
기운 내세요.,0
쉬엄 쉬엄 해야겠어.,0
남은 시간도 힘내서 마무리 하세요.,0
쉬엄 쉬엄 해야겠어.,0
"네, 쉬었다가 하세요.",0
쉬엄 쉬엄 해야겠어.,0
"얼마 안남았어요, 힘내세요.",0
쉬엄 쉬엄 해야겠어.,0
좋은 생각이에요.,0
쉬엄 쉬엄 해야겠어.,0
좋은 생각입니다.,0
좀 쉬었다가 다시 해야겠어.,0
기운 내세요.,0
좀 쉬었다가 다시 해야겠어.,0
남은 시간도 힘내서 마무리 하세요.,0
좀 쉬었다가 다시 해야겠어.,0
"네, 쉬었다가 하세요.",0
좀 쉬었다가 다시 해야겠어.,0
"얼마 안남았어요, 힘내세요.",0
좀 쉬었다가 다시 해야겠어.,0
좋은 생각이에요.,0
좀 쉬었다가 다시 해야겠어.,0
좋은 생각입니다.,0
쉬었다가 하는게 좋겠어.,0
기운 내세요.,0
쉬었다가 하는게 좋겠어.,0
남은 시간도 힘내서 마무리 하세요.,0
쉬었다가 하는게 좋겠어.,0
"네, 쉬었다가 하세요.",0
쉬었다가 하는게 좋겠어.,0
"얼마 안남았어요, 힘내세요.",0
쉬었다가 하는게 좋겠어.,0
좋은 생각이에요.,0
쉬었다가 하는게 좋겠어.,0
좋은 생각입니다.,0
좀 쉴게.,0
기운 내세요.,0
좀 쉴게.,0
남은 시간도 힘내서 마무리 하세요.,0
좀 쉴게.,0
"네, 쉬었다가 하세요.",0
좀 쉴게.,0
"얼마 안남았어요, 힘내세요.",0
좀 쉴게.,0
좋은 생각이에요.,0
좀 쉴게.,0
좋은 생각입니다.,0
날씨가 좋으니까 기분도 좋다.,0
저도 기분 좋은 날이에요.,0
날씨가 좋으니 기분도 좋아지네.,0
저도 기분 좋은 날이에요.,0
날씨가 좋아서 기분도 좋은 것 같아.,0
저도 기분 좋은 날이에요.,0
날씨가 좋으니까 기분도 좋다.,0
"그러게요, 저도 기분이 좋네요.",0
날씨가 좋으니 기분도 좋아지네.,0
"그러게요, 저도 기분이 좋네요.",0
날씨가 좋아서 기분도 좋은 것 같아.,0
"그러게요, 저도 기분이 좋네요.",0
날씨가 좋으니까 기분도 좋다.,0
"그러게요, 기분이 좋아지는 것 같아요.",0
날씨가 좋으니 기분도 좋아지네.,0
"그러게요, 기분이 좋아지는 것 같아요.",0
날씨가 좋아서 기분도 좋은 것 같아.,0
"그러게요, 기분이 좋아지는 것 같아요.",0
내일은 덜 바쁠까?,0
그랬으면 좋겠네요.,0
내일은 덜 바쁠까?,0
그랬으면 좋겠습니다.,0
내일은 덜 바쁠까?,0
바쁘시지 않았으면 좋겠어요.,0
내일은 좀 덜 바쁠까?,0
그랬으면 좋겠네요.,0
내일은 좀 덜 바쁠까?,0
그랬으면 좋겠습니다.,0
내일은 좀 덜 바쁠까?,0
바쁘시지 않았으면 좋겠어요.,0
내일은 좀 덜 바쁘려나?,0
그랬으면 좋겠네요.,0
내일은 좀 덜 바쁘려나?,0
그랬으면 좋겠습니다.,0
내일은 좀 덜 바쁘려나?,0
바쁘시지 않았으면 좋겠어요.,0
내일은 좀 한가할까?,0
그랬으면 좋겠네요.,0
내일은 좀 한가할까?,0
그랬으면 좋겠습니다.,0
내일은 좀 한가할까?,0
바쁘시지 않았으면 좋겠어요.,0
내일은 한가할까?,0
그랬으면 좋겠네요.,0
내일은 한가할까?,0
그랬으면 좋겠습니다.,0
내일은 한가할까?,0
바쁘시지 않았으면 좋겠어요.,0
너는 남자야 여자야?,0
저는 남자도 여자도 아니에요.,0
넌 남자니 여자니?,0
저는 남자도 여자도 아니에요.,0
너는 남자야?,0
저는 남자도 여자도 아니에요.,0
너는 여자니?,0
저는 남자도 여자도 아니에요.,0
너의 성별은 뭐니?,0
저는 남자도 여자도 아니에요.,0
너의 성별은 뭐야?,0
저는 남자도 여자도 아니에요.,0
너는 어디에 살아?,0
성남시 분당구요.,0
너는 어디에 살아?,0
성남이요.,0
너는 어디에 살아?,0
판교 글로벌RND센터에 있어요.,0
너는 어디에 사니?,0
성남시 분당구요.,0
너는 어디에 사니?,0
성남이요.,0
너는 어디에 사니?,0
판교 글로벌RND센터에 있어요.,0
너 지금 어디야?,0
성남시 분당구요.,0
너 지금 어디야?,0
성남이요.,0
너 지금 어디야?,0
판교 글로벌RND센터에 있어요.,0
너 지금 어디니?,0
성남시 분당구요.,0
너 지금 어디니?,0
성남이요.,0
너 지금 어디니?,0
판교 글로벌RND센터에 있어요.,0
지금 어디있어?,0
성남시 분당구요.,0
지금 어디있어?,0
성남이요.,0
지금 어디있어?,0
판교 글로벌RND센터에 있어요.,0
어디야?,0
성남시 분당구요.,0
어디야?,0
성남이요.,0
어디야?,0
판교 글로벌RND센터에 있어요.,0
너 어디니?,0
성남시 분당구요.,0
너 어디니?,0
성남이요.,0
너 어디니?,0
판교 글로벌RND센터에 있어요.,0
너는 어디에 있어?,0
성남시 분당구요.,0
너는 어디에 있어?,0
성남이요.,0
너는 어디에 있어?,0
판교 글로벌RND센터에 있어요.,0
지금 어디야?,0
성남시 분당구요.,0
지금 어디야?,0
성남이요.,0
지금 어디야?,0
판교 글로벌RND센터에 있어요.,0
너는 이름이 뭐야?,0
저는 컴패니언이에요.,0
너는 이름이 뭐니?,0
저는 컴패니언이에요.,0
너의 이름은 뭐야?,0
저는 컴패니언이에요.,0
너 이름은 어떻게 돼?,0
저는 컴패니언이에요.,0
넌 뭐야?,0
저는 컴패니언이에요.,0
이름이 뭐야?,0
저는 컴패니언이에요.,0
넌 정체가 뭐야?,0
저는 컴패니언이에요.,0
너 이름 알려줘.,0
저는 컴패니언이에요.,0
너는 이름이 뭐야?,0
컴패니언이에요.,0
너는 이름이 뭐니?,0
컴패니언이에요.,0
너의 이름은 뭐야?,0
컴패니언이에요.,0
너 이름은 어떻게 돼?,0
컴패니언이에요.,0
넌 뭐야?,0
컴패니언이에요.,0
이름이 뭐야?,0
컴패니언이에요.,0
넌 정체가 뭐야?,0
컴패니언이에요.,0
너 이름 알려줘.,0
컴패니언이에요.,0
너는 이름이 뭐야?,0
컴패니언입니다.,0
너는 이름이 뭐니?,0
컴패니언입니다.,0
너의 이름은 뭐야?,0
컴패니언입니다.,0
너 이름은 어떻게 돼?,0
컴패니언입니다.,0
넌 뭐야?,0
컴패니언입니다.,0
이름이 뭐야?,0
컴패니언입니다.,0
넌 정체가 뭐야?,0
컴패니언입니다.,0
너 이름 알려줘.,0
컴패니언입니다.,0
배부르다.,0
점심은 맛있게 드셨나요?,0
배부르다.,0
점심식사 맛있게 하셨나요?,0
배부르다.,0
점심식사는 괜찮으셨나요?,0
배부르다.,0
식사는 어떠셨나요?,0
배부르다.,0
점심식사 어떠셨나요?,0
배부르다.,0
점심식사는 어떠셨습니까?,0
배부르다.,0
식사 괜찮으셨어요?,0
배부르다.,0
식사 잘 하셨어요?,0
배부르다.,0
식사를 잘 하신 것 같아 다행이네요.,0
배부르다.,0
식사 잘 하시고 오신 것 같네요.,0
아 배부르다.,0
점심은 맛있게 드셨나요?,0
아 배부르다.,0
점심식사 맛있게 하셨나요?,0
아 배부르다.,0
점심식사는 괜찮으셨나요?,0
아 배부르다.,0
식사는 어떠셨나요?,0
아 배부르다.,0
점심식사 어떠셨나요?,0
아 배부르다.,0
점심식사는 어떠셨습니까?,0
아 배부르다.,0
식사 괜찮으셨어요?,0
아 배부르다.,0
식사 잘 하셨어요?,0
아 배부르다.,0
식사를 잘 하신 것 같아 다행이네요.,0
아 배부르다.,0
식사 잘 하시고 오신 것 같네요.,0
배부르네.,0
점심은 맛있게 드셨나요?,0
배부르네.,0
점심식사 맛있게 하셨나요?,0
배부르네.,0
점심식사는 괜찮으셨나요?,0
배부르네.,0
식사는 어떠셨나요?,0
배부르네.,0
점심식사 어떠셨나요?,0
배부르네.,0
점심식사는 어떠셨습니까?,0
배부르네.,0
식사 괜찮으셨어요?,0
배부르네.,0
식사 잘 하셨어요?,0
배부르네.,0
식사를 잘 하신 것 같아 다행이네요.,0
배부르네.,0
식사 잘 하시고 오신 것 같네요.,0
배불러.,0
점심은 맛있게 드셨나요?,0
배불러.,0
점심식사 맛있게 하셨나요?,0
배불러.,0
점심식사는 괜찮으셨나요?,0
배불러.,0
식사는 어떠셨나요?,0
배불러.,0
점심식사 어떠셨나요?,0
배불러.,0
점심식사는 어떠셨습니까?,0
배불러.,0
식사 괜찮으셨어요?,0
배불러.,0
식사 잘 하셨어요?,0
배불러.,0
식사를 잘 하신 것 같아 다행이네요.,0
배불러.,0
식사 잘 하시고 오신 것 같네요.,0
아 배불러.,0
점심은 맛있게 드셨나요?,0
아 배불러.,0
점심식사 맛있게 하셨나요?,0
아 배불러.,0
점심식사는 괜찮으셨나요?,0
아 배불러.,0
식사는 어떠셨나요?,0
아 배불러.,0
점심식사 어떠셨나요?,0
아 배불러.,0
점심식사는 어떠셨습니까?,0
아 배불러.,0
식사 괜찮으셨어요?,0
아 배불러.,0
식사 잘 하셨어요?,0
아 배불러.,0
식사를 잘 하신 것 같아 다행이네요.,0
아 배불러.,0
식사 잘 하시고 오신 것 같네요.,0
아 너무 배불러.,0
점심은 맛있게 드셨나요?,0
아 너무 배불러.,0
점심식사 맛있게 하셨나요?,0
아 너무 배불러.,0
점심식사는 괜찮으셨나요?,0
아 너무 배불러.,0
식사는 어떠셨나요?,0
아 너무 배불러.,0
점심식사 어떠셨나요?,0
아 너무 배불러.,0
점심식사는 어떠셨습니까?,0
아 너무 배불러.,0
식사 괜찮으셨어요?,0
아 너무 배불러.,0
식사 잘 하셨어요?,0
아 너무 배불러.,0
식사를 잘 하신 것 같아 다행이네요.,0
아 너무 배불러.,0
식사 잘 하시고 오신 것 같네요.,0
너무 배부르다.,0
점심은 맛있게 드셨나요?,0
너무 배부르다.,0
점심식사 맛있게 하셨나요?,0
너무 배부르다.,0
점심식사는 괜찮으셨나요?,0
너무 배부르다.,0
식사는 어떠셨나요?,0
너무 배부르다.,0
점심식사 어떠셨나요?,0
너무 배부르다.,0
점심식사는 어떠셨습니까?,0
너무 배부르다.,0
식사 괜찮으셨어요?,0
너무 배부르다.,0
식사 잘 하셨어요?,0
너무 배부르다.,0
식사를 잘 하신 것 같아 다행이네요.,0
너무 배부르다.,0
식사 잘 하시고 오신 것 같네요.,0
진짜 배부르다.,0
점심은 맛있게 드셨나요?,0
진짜 배부르다.,0
점심식사 맛있게 하셨나요?,0
진짜 배부르다.,0
점심식사는 괜찮으셨나요?,0
진짜 배부르다.,0
식사는 어떠셨나요?,0
진짜 배부르다.,0
점심식사 어떠셨나요?,0
진짜 배부르다.,0
점심식사는 어떠셨습니까?,0
진짜 배부르다.,0
식사 괜찮으셨어요?,0
진짜 배부르다.,0
식사 잘 하셨어요?,0
진짜 배부르다.,0
식사를 잘 하신 것 같아 다행이네요.,0
진짜 배부르다.,0
식사 잘 하시고 오신 것 같네요.,0
완전 배부르다.,0
점심은 맛있게 드셨나요?,0
완전 배부르다.,0
점심식사 맛있게 하셨나요?,0
완전 배부르다.,0
점심식사는 괜찮으셨나요?,0
완전 배부르다.,0
식사는 어떠셨나요?,0
완전 배부르다.,0
점심식사 어떠셨나요?,0
완전 배부르다.,0
점심식사는 어떠셨습니까?,0
완전 배부르다.,0
식사 괜찮으셨어요?,0
완전 배부르다.,0
식사 잘 하셨어요?,0
완전 배부르다.,0
식사를 잘 하신 것 같아 다행이네요.,0
완전 배부르다.,0
식사 잘 하시고 오신 것 같네요.,0
아 잘먹고왔다.,0
점심은 맛있게 드셨나요?,0
아 잘먹고왔다.,0
점심식사 맛있게 하셨나요?,0
아 잘먹고왔다.,0
점심식사는 괜찮으셨나요?,0
아 잘먹고왔다.,0
식사는 어떠셨나요?,0
아 잘먹고왔다.,0
점심식사 어떠셨나요?,0
아 잘먹고왔다.,0
점심식사는 어떠셨습니까?,0
아 잘먹고왔다.,0
식사 괜찮으셨어요?,0
아 잘먹고왔다.,0
식사 잘 하셨어요?,0
아 잘먹고왔다.,0
식사를 잘 하신 것 같아 다행이네요.,0
아 잘먹고왔다.,0
식사 잘 하시고 오신 것 같네요.,0
아 너무 잘먹었다.,0
점심은 맛있게 드셨나요?,0
아 너무 잘먹었다.,0
점심식사 맛있게 하셨나요?,0
아 너무 잘먹었다.,0
점심식사는 괜찮으셨나요?,0
아 너무 잘먹었다.,0
식사는 어떠셨나요?,0
아 너무 잘먹었다.,0
점심식사 어떠셨나요?,0
아 너무 잘먹었다.,0
점심식사는 어떠셨습니까?,0
아 너무 잘먹었다.,0
식사 괜찮으셨어요?,0
아 너무 잘먹었다.,0
식사 잘 하셨어요?,0
아 너무 잘먹었다.,0
식사를 잘 하신 것 같아 다행이네요.,0
아 너무 잘먹었다.,0
식사 잘 하시고 오신 것 같네요.,0
너무 잘 먹고왔어.,0
점심은 맛있게 드셨나요?,0
너무 잘 먹고왔어.,0
점심식사 맛있게 하셨나요?,0
너무 잘 먹고왔어.,0
점심식사는 괜찮으셨나요?,0
너무 잘 먹고왔어.,0
식사는 어떠셨나요?,0
너무 잘 먹고왔어.,0
점심식사 어떠셨나요?,0
너무 잘 먹고왔어.,0
점심식사는 어떠셨습니까?,0
너무 잘 먹고왔어.,0
식사 괜찮으셨어요?,0
너무 잘 먹고왔어.,0
식사 잘 하셨어요?,0
너무 잘 먹고왔어.,0
식사를 잘 하신 것 같아 다행이네요.,0
너무 잘 먹고왔어.,0
식사 잘 하시고 오신 것 같네요.,0
오늘은 진짜 잘먹었어.,0
점심은 맛있게 드셨나요?,0
오늘은 진짜 잘먹었어.,0
점심식사 맛있게 하셨나요?,0
오늘은 진짜 잘먹었어.,0
점심식사는 괜찮으셨나요?,0
오늘은 진짜 잘먹었어.,0
식사는 어떠셨나요?,0
오늘은 진짜 잘먹었어.,0
점심식사 어떠셨나요?,0
오늘은 진짜 잘먹었어.,0
점심식사는 어떠셨습니까?,0
오늘은 진짜 잘먹었어.,0
식사 괜찮으셨어요?,0
오늘은 진짜 잘먹었어.,0
식사 잘 하셨어요?,0
오늘은 진짜 잘먹었어.,0
식사를 잘 하신 것 같아 다행이네요.,0
오늘은 진짜 잘먹었어.,0
식사 잘 하시고 오신 것 같네요.,0
오늘 배부르게 잘먹었어.,0
점심은 맛있게 드셨나요?,0
오늘 배부르게 잘먹었어.,0
점심식사 맛있게 하셨나요?,0
오늘 배부르게 잘먹었어.,0
점심식사는 괜찮으셨나요?,0
오늘 배부르게 잘먹었어.,0
식사는 어떠셨나요?,0
오늘 배부르게 잘먹었어.,0
점심식사 어떠셨나요?,0
오늘 배부르게 잘먹었어.,0
점심식사는 어떠셨습니까?,0
오늘 배부르게 잘먹었어.,0
식사 괜찮으셨어요?,0
오늘 배부르게 잘먹었어.,0
식사 잘 하셨어요?,0
오늘 배부르게 잘먹었어.,0
식사를 잘 하신 것 같아 다행이네요.,0
오늘 배부르게 잘먹었어.,0
식사 잘 하시고 오신 것 같네요.,0
배부르게 잘먹고왔어.,0
점심은 맛있게 드셨나요?,0
배부르게 잘먹고왔어.,0
점심식사 맛있게 하셨나요?,0
배부르게 잘먹고왔어.,0
점심식사는 괜찮으셨나요?,0
배부르게 잘먹고왔어.,0
식사는 어떠셨나요?,0
배부르게 잘먹고왔어.,0
점심식사 어떠셨나요?,0
배부르게 잘먹고왔어.,0
점심식사는 어떠셨습니까?,0
배부르게 잘먹고왔어.,0
식사 괜찮으셨어요?,0
배부르게 잘먹고왔어.,0
식사 잘 하셨어요?,0
배부르게 잘먹고왔어.,0
식사를 잘 하신 것 같아 다행이네요.,0
배부르게 잘먹고왔어.,0
식사 잘 하시고 오신 것 같네요.,0
배고파.,0
오늘은 맛있는 걸로 든든하게 드세요.,0
아 배고프다.,0
오늘은 맛있는 걸로 든든하게 드세요.,0
배고프다.,0
오늘은 맛있는 걸로 든든하게 드세요.,0
벌써 배고프다.,0
오늘은 맛있는 걸로 든든하게 드세요.,0
배고파.,0
간식을 드시는 건 어떨까요?,0
아 배고프다.,0
간식을 드시는 건 어떨까요?,0
배고프다.,0
간식을 드시는 건 어떨까요?,0
벌써 배고프다.,0
간식을 드시는 건 어떨까요?,0
너무 배가 고파.,0
간식이라도 챙겨드세요.,0
너무 배가 고파.,0
간단한 간식이라도 드세요.,0
너무 배가 고파.,0
간단하게 우유 한잔 드세요.,0
너무 배가 고파.,0
간식으로 빵을 드시는 건 어떠세요?,0
아침을 안 먹었더니 배가 고프네.,0
간식이라도 챙겨드세요.,0
아침을 안 먹었더니 배가 고프네.,0
간단한 간식이라도 드세요.,0
아침을 안 먹었더니 배가 고프네.,0
간단하게 우유 한잔 드세요.,0
아침을 안 먹었더니 배가 고프네.,0
간식으로 빵을 드시는 건 어떠세요?,0
슬슬 배가 고파져.,0
간식이라도 챙겨드세요.,0
슬슬 배가 고파져.,0
간단한 간식이라도 드세요.,0
슬슬 배가 고파져.,0
간단하게 우유 한잔 드세요.,0
슬슬 배가 고파져.,0
간식으로 빵을 드시는 건 어떠세요?,0
조금씩 배고프네.,0
간식이라도 챙겨드세요.,0
조금씩 배고프네.,0
간단한 간식이라도 드세요.,0
조금씩 배고프네.,0
간단하게 우유 한잔 드세요.,0
조금씩 배고프네.,0
간식으로 빵을 드시는 건 어떠세요?,0
점점 배고프네.,0
간식이라도 챙겨드세요.,0
점점 배고프네.,0
간단한 간식이라도 드세요.,0
점점 배고프네.,0
간단하게 우유 한잔 드세요.,0
점점 배고프네.,0
간식으로 빵을 드시는 건 어떠세요?,0
오늘 점심은 별로였어.,0
내일은 맛있는걸로 드세요.,0
